timestamp,batt_temp_c,aoss-0_c,cpuss-0_c,cpu-1-5_c,cpu-1-6_c,cpu-1-7_c,cpu-1-8_c,cpu-1-9_c,cpu-1-10_c,aoss-1_c,cpu-0-0_c,cpu-0-1_c,cpu-0-2_c,cpuss-1_c,nspss-0_c,nspss-1_c,nspss-2_c,nspss-3_c,video_c,ddr_c,mdmss-0_c,mdmss-1_c,mdmss-2_c,mdmss-3_c,cpuss-2_c,camera-0_c,camera-1_c,aoss-2_c,gpuss-0_c,gpuss-1_c,gpuss-2_c,gpuss-3_c,gpuss-4_c,gpuss-5_c,gpuss-6_c,cpuss-3_c,gpuss-7_c,pa_c,pa1_c,bcl_warn_c,sdr0_pa_c,sdr0_c,sdr1_pa_c,sdr1_c,mmw0_c,mmw1_c,cpu-1-0_c,mmw2_c,mmw3_c,mmw_pa1_c,mmw_pa2_c,mmw_pa3_c,mmw_ific0_c,epm0_c,epm1_c,epm2_c,epm3_c,cpu-1-1_c,epm4_c,epm5_c,epm6_c,epm7_c,sdr_mmw_therm_c,sub1_modem_cfg_c,sub1_lte_cc_c,sub1_mcg_fr1_cc_c,sub1_mcg_fr2_cc_c,sub1_scg_fr1_cc_c,cpu-1-2_c,sub1_scg_fr2_cc_c,pm8550_tz_c,pm8550-bcl-lvl0_c,pm8550-bcl-lvl1_c,pm8550-bcl-lvl2_c,pm8550b_tz_c,pm8550b_lite_tz_c,pm8550b-ibat-lvl0_c,pm8550b-ibat-lvl1_c,pm8550b-bcl-lvl0_c,cpu-1-3_c,pm8550b-bcl-lvl1_c,pm8550b-bcl-lvl2_c,socd_c,pm8550ve_f_tz_c,pm8550vs_c_tz_c,pm8550vs_d_tz_c,pm8550vs_e_tz_c,pm8550vs_g_tz_c,pmr735d_k_tz_c,pmr735d_l_tz_c,cpu-1-4_c,pm8010m_tz_c,pm8010n_tz_c,xo-therm_c,ac_c,battery_c,cpu7_freq_khz
1780031718,37.1,45.30,50.10,48.50,46.90,48.10,48.50,47.70,48.10,46.10,52.90,55.30,54.50,51.70,45.70,46.10,44.60,45.00,52.50,46.50,45.00,44.60,43.80,45.00,49.30,45.70,46.10,47.30,46.50,46.10,45.70,45.70,47.30,46.90,46.50,48.10,47.30,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,50.10,-273.00,39.45,0.00,0.00,0.00,NA,NA,NA,NA,NA,49.70,NA,NA,0.01,36.34,41.29,40.99,40.35,40.85,37.00,NA,48.50,NA,NA,41.33,41.80,37.30,864000
1780031736,37.1,44.60,48.90,47.30,45.30,46.90,47.30,46.50,46.10,44.60,52.50,54.10,53.70,50.10,45.00,45.00,43.40,43.80,52.10,45.00,43.80,43.80,43.00,44.20,47.70,44.20,45.00,45.70,45.70,44.90,44.90,44.60,46.10,45.70,45.30,47.30,45.70,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.10,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,39.28,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.10,NA,NA,0.01,35.40,41.05,40.55,39.51,40.35,37.00,NA,48.50,NA,NA,41.25,41.80,37.30,864000
1780031752,37.1,46.10,49.70,48.50,46.90,47.30,47.70,46.90,46.90,45.70,50.50,51.70,50.90,50.10,45.70,46.50,44.60,44.60,50.50,45.70,44.60,44.60,43.80,45.00,46.50,45.00,45.70,46.10,46.10,46.10,45.70,45.30,46.10,46.10,45.70,46.10,46.10,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,39.34,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.10,NA,NA,0.01,35.83,40.05,40.69,39.65,39.98,37.00,NA,45.70,NA,NA,41.35,42.10,37.30,864000
1780031765,37.1,44.90,49.70,48.10,46.10,46.90,47.70,46.50,46.10,45.00,53.30,54.50,55.30,51.30,45.00,45.00,44.20,43.40,52.50,45.30,43.80,43.80,43.00,44.60,48.50,44.60,45.30,46.50,46.10,45.30,44.90,44.90,46.50,46.10,45.70,48.10,46.10,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.70,-273.00,39.61,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.90,NA,NA,0.01,36.03,41.09,40.89,40.32,40.79,37.00,NA,48.90,NA,NA,41.33,42.10,37.30,864000
1780031782,37.1,44.60,46.90,46.50,44.90,45.30,46.10,45.30,45.30,44.60,50.10,49.30,49.30,48.10,44.60,44.60,43.40,43.40,47.70,44.60,43.80,44.20,42.60,44.60,46.50,43.80,44.60,45.70,45.30,45.30,44.60,44.90,45.30,45.30,45.30,45.70,45.30,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,44.60,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,39.21,0.00,0.00,0.00,NA,NA,NA,NA,NA,47.30,NA,NA,0.01,35.67,40.38,40.55,39.58,39.91,37.00,NA,48.10,NA,NA,41.34,41.70,37.30,864000
1780031794,37.1,45.70,49.70,48.90,46.90,47.70,48.10,46.90,47.30,45.30,52.10,54.50,54.10,51.30,45.70,46.90,44.20,45.00,52.50,46.10,45.00,44.20,44.20,45.00,48.90,45.00,45.70,47.30,46.50,46.10,45.70,45.30,46.90,46.90,46.50,48.50,46.50,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,47.70,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,50.10,-273.00,39.65,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.90,NA,NA,0.01,36.23,41.36,40.95,40.52,40.92,37.00,NA,49.70,NA,NA,41.38,41.70,37.30,864000
1780031811,37.1,44.60,47.30,45.70,44.20,44.90,46.10,45.70,44.90,44.20,48.50,48.90,50.10,48.10,44.60,44.60,43.00,43.40,48.50,44.60,43.40,43.40,42.60,43.40,46.90,44.20,45.00,45.70,45.30,45.30,45.30,44.20,45.70,45.70,44.90,46.50,45.70,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.70,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,39.24,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.10,NA,NA,0.01,35.53,40.99,40.52,39.48,40.28,37.00,NA,48.50,NA,NA,41.32,41.30,37.40,864000
1780031827,37.1,46.10,50.10,48.50,46.90,48.10,48.90,47.70,47.70,46.10,53.30,54.50,53.70,51.30,46.10,46.50,44.60,45.00,52.90,46.50,45.30,44.60,44.20,45.30,49.30,45.70,46.10,47.30,46.90,46.10,46.10,45.70,46.90,47.30,46.50,48.90,46.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.10,-273.00,39.75,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.90,NA,NA,0.01,36.07,40.45,40.92,39.98,40.38,37.00,NA,46.90,NA,NA,41.39,41.30,37.40,864000
1780031841,37.1,44.60,49.30,47.30,45.70,46.50,47.70,46.10,46.50,44.60,52.50,54.10,53.70,50.90,44.60,45.30,43.40,43.80,52.10,45.00,43.80,43.40,42.60,44.20,48.10,44.60,45.00,46.10,45.70,44.90,44.60,44.60,46.10,46.10,45.70,47.30,46.10,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.50,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,39.41,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.90,NA,NA,0.01,35.87,41.29,40.75,39.98,40.59,37.00,NA,48.50,NA,NA,41.34,41.30,37.40,864000
1780031858,37.1,45.30,48.50,47.30,45.70,46.50,46.50,46.50,45.70,45.00,48.50,50.10,50.10,48.50,45.30,45.30,44.20,44.20,49.70,45.00,44.60,44.20,43.80,44.60,46.50,45.00,45.30,46.10,46.10,45.70,45.30,45.30,46.10,46.50,45.70,45.70,46.10,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,44.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.70,-273.00,39.61,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.10,NA,NA,0.01,35.87,40.42,41.02,39.88,39.98,37.00,NA,46.90,NA,NA,41.49,41.30,37.40,864000
1780031870,37.1,45.70,50.90,48.90,47.70,47.70,48.10,47.30,47.30,46.10,52.10,54.90,54.50,52.10,46.10,46.50,44.60,45.00,52.50,46.50,45.30,44.60,43.80,45.30,48.90,45.30,46.10,46.90,46.90,46.50,46.10,45.70,46.50,47.30,46.50,48.50,46.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,50.50,-273.00,40.08,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.90,NA,NA,0.01,36.47,42.00,41.53,40.69,41.29,37.00,NA,49.30,NA,NA,41.57,41.80,37.50,864000
1780031886,37.1,44.90,48.10,46.90,45.30,46.10,46.50,45.70,45.30,45.00,50.10,49.70,50.90,48.50,45.00,45.00,43.80,44.20,48.10,45.70,43.80,44.20,43.40,44.60,46.50,44.20,44.60,45.70,45.30,45.30,45.30,44.90,46.10,45.70,45.70,47.30,46.10,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.10,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.50,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.70,-273.00,39.95,0.00,0.00,0.00,NA,NA,NA,NA,NA,49.30,NA,NA,0.01,35.93,41.66,41.19,39.88,40.65,37.00,NA,48.50,NA,NA,41.62,41.80,37.50,864000
1780031902,37.1,46.50,51.30,49.30,47.70,48.50,49.30,48.10,48.50,46.50,54.10,55.30,54.50,52.40,46.50,46.90,44.60,45.30,53.30,47.30,45.30,45.30,44.20,45.70,49.70,45.70,46.50,47.70,47.30,46.90,46.10,46.10,47.70,47.70,46.90,48.90,47.30,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,47.70,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.10,-273.00,40.38,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.50,NA,NA,0.01,36.53,41.16,41.76,40.48,41.09,37.00,NA,47.30,NA,NA,41.72,42.30,37.50,864000
1780031916,37.1,45.30,49.30,48.90,46.10,47.30,47.70,46.10,46.50,45.30,51.70,55.70,54.10,50.90,45.30,46.10,44.20,44.60,52.90,45.70,44.20,44.60,43.40,44.60,48.10,45.00,45.30,46.50,46.10,46.10,45.70,44.90,46.50,46.90,45.70,47.30,46.50,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.50,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,40.05,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.90,NA,NA,0.01,36.03,41.73,41.46,40.32,40.85,37.00,NA,49.30,NA,NA,41.68,42.30,37.50,864000
1780031933,37.1,45.70,48.90,47.70,46.50,46.90,47.70,46.90,47.30,46.10,50.90,51.70,52.50,50.10,45.70,46.10,44.60,45.00,49.70,45.70,45.00,44.60,44.20,45.00,47.70,45.00,45.70,46.90,46.50,46.50,46.10,45.30,46.50,46.50,46.10,46.50,46.50,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.70,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.70,-273.00,40.28,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.90,NA,NA,0.02,36.20,40.75,41.59,40.18,40.48,37.00,NA,46.90,NA,NA,41.78,42.50,37.60,864000
1780031945,37.6,45.70,49.70,48.10,46.50,47.70,47.30,46.50,46.50,45.70,52.50,53.30,54.10,51.30,46.10,46.50,44.20,44.60,52.10,46.10,45.00,44.20,44.20,45.30,48.90,45.70,46.10,46.50,46.10,46.10,46.10,45.70,46.90,47.30,46.90,48.90,46.50,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,47.70,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.70,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,50.10,-273.00,40.05,0.00,0.00,0.00,NA,NA,NA,NA,NA,49.30,NA,NA,0.02,36.50,41.69,41.42,40.72,41.19,37.00,NA,49.30,NA,NA,41.72,42.50,37.60,864000
1780031962,37.6,44.60,47.70,46.50,44.90,45.30,46.50,45.70,45.70,44.60,48.90,50.50,49.70,48.50,45.00,45.30,44.20,43.80,50.10,45.30,44.20,44.20,43.40,44.20,46.90,44.60,45.00,45.70,45.70,45.30,45.30,44.90,45.70,45.70,45.30,46.10,46.10,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.50,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.70,-273.00,39.61,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.50,NA,NA,0.02,35.97,41.29,40.95,39.91,40.65,37.00,NA,48.10,NA,NA,41.65,41.90,37.60,864000
1780031976,37.6,46.50,50.90,48.90,47.70,48.10,49.30,48.50,48.10,46.10,52.50,54.10,53.70,51.70,46.50,46.90,45.00,45.00,52.50,46.90,45.30,45.30,44.20,45.30,49.30,45.70,46.10,47.70,46.90,46.50,46.10,45.70,47.30,47.70,46.90,48.90,47.30,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,47.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.70,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.70,-273.00,40.08,0.00,0.00,0.00,NA,NA,NA,NA,NA,47.30,NA,NA,0.02,36.57,41.19,41.42,40.65,41.19,37.00,NA,47.70,NA,NA,41.66,41.90,37.60,864000
1780031992,37.6,44.60,48.90,47.70,46.10,47.30,47.30,46.90,46.50,44.60,52.90,54.10,53.70,50.90,45.00,45.30,43.80,43.80,52.10,45.00,43.80,43.80,43.40,44.20,48.10,44.60,45.30,45.70,46.10,45.70,45.30,44.60,46.10,46.50,45.30,47.30,45.70,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.10,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,39.61,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.90,NA,NA,0.02,35.87,41.46,40.89,40.08,40.72,37.00,NA,48.90,NA,NA,41.57,41.60,37.60,864000
1780032010,37.6,45.70,49.30,48.10,46.90,47.70,48.10,46.90,47.30,46.10,50.90,51.30,50.50,48.90,45.70,46.10,44.60,44.60,50.90,46.10,45.00,44.60,43.80,45.00,47.30,45.00,45.00,46.90,46.50,45.70,45.30,45.30,46.50,46.90,45.70,46.10,46.50,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.10,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.70,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.70,-273.00,39.75,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.10,NA,NA,0.02,36.00,40.32,41.02,40.01,40.25,37.00,NA,46.50,NA,NA,41.64,41.60,37.60,864000
1780032022,37.6,44.90,49.70,48.50,46.50,46.50,47.30,46.10,46.50,45.00,52.10,56.10,54.50,50.50,45.70,46.10,43.80,43.80,51.70,46.10,44.20,44.60,43.40,44.60,48.50,45.70,45.70,46.90,46.10,46.10,45.70,45.30,46.90,46.90,45.70,48.90,46.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,47.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,50.10,-273.00,39.75,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.90,NA,NA,0.02,36.27,41.63,41.19,40.59,41.09,37.00,NA,49.70,NA,NA,41.61,41.70,37.60,864000
1780032040,37.6,44.60,47.70,46.10,44.90,45.70,46.50,46.10,45.70,45.00,50.10,49.70,49.70,48.50,45.00,45.00,44.20,44.20,48.90,45.00,44.60,44.20,43.00,45.00,46.50,44.60,45.00,46.10,46.10,45.30,44.90,44.60,45.70,46.50,45.70,46.10,45.70,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.70,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.90,-273.00,39.55,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.10,NA,NA,0.02,35.97,40.52,40.72,39.98,40.48,37.00,NA,48.50,NA,NA,41.62,41.70,37.60,864000
1780032052,37.6,45.70,50.10,48.10,46.90,47.70,48.50,47.30,47.70,45.70,52.90,54.90,54.10,51.30,46.10,46.10,44.60,45.00,52.50,46.50,45.30,45.00,44.20,45.30,48.90,46.10,45.70,47.30,46.50,46.10,46.10,45.70,46.90,46.90,46.50,48.50,46.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.70,-273.00,39.78,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.90,NA,NA,0.02,36.47,40.89,41.09,40.75,41.09,37.00,NA,48.90,NA,NA,41.64,42.00,37.60,864000
1780032071,37.6,44.20,47.30,45.70,44.60,45.70,45.70,45.30,44.90,44.20,50.50,51.30,51.70,48.90,44.60,45.00,43.40,44.20,50.90,45.00,43.80,43.80,43.00,44.20,47.30,44.20,45.00,46.10,46.10,44.90,44.90,44.60,45.70,46.10,45.30,46.50,46.10,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.90,-273.00,39.31,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.10,NA,NA,0.02,35.73,40.52,40.59,39.78,40.48,37.00,NA,48.10,NA,NA,41.54,42.00,37.60,864000
1780032087,37.6,46.50,50.90,48.90,47.30,48.50,49.30,47.30,47.70,46.50,53.30,53.70,53.30,52.10,46.90,46.90,45.00,45.30,52.50,46.50,45.30,45.00,44.20,45.30,49.30,45.70,46.50,47.70,46.50,46.50,46.50,46.10,47.30,47.30,46.90,48.50,46.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.50,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.50,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.70,-273.00,39.71,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.90,NA,NA,0.02,36.27,40.01,41.02,40.25,40.59,37.00,NA,46.50,NA,NA,41.59,42.10,37.70,864000
1780032101,37.6,44.90,48.90,47.70,46.10,46.50,47.70,46.10,45.70,44.60,52.10,51.70,54.10,50.90,44.60,45.00,43.80,43.80,51.70,45.30,43.80,43.40,43.40,44.20,47.30,44.60,45.30,45.70,45.70,45.30,44.90,44.60,46.10,46.10,44.90,46.90,45.70,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.10,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,39.41,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.10,NA,NA,0.02,35.93,40.38,40.75,40.32,40.59,37.00,NA,48.50,NA,NA,41.50,42.10,37.70,864000
1780032119,37.6,45.30,48.10,46.90,45.70,46.10,46.90,45.70,46.10,45.00,49.30,49.30,50.90,48.50,45.30,45.70,43.80,44.20,48.50,45.30,43.80,44.20,43.40,44.60,46.90,44.60,44.60,45.70,45.70,44.90,45.30,44.90,45.30,45.70,45.30,45.70,45.70,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,44.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,39.38,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.10,NA,NA,0.02,35.90,39.55,40.62,40.01,39.95,37.00,NA,46.10,NA,NA,41.56,42.10,37.60,864000
1780032131,37.6,44.90,48.90,47.70,46.10,47.30,47.30,46.50,46.90,45.30,52.10,52.90,52.90,50.90,45.30,45.70,43.80,45.00,52.10,46.10,45.00,43.80,43.40,44.60,49.30,45.70,46.10,46.90,46.50,46.10,45.70,45.30,46.50,46.50,46.10,48.10,46.10,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.50,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,50.10,-273.00,39.51,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.90,NA,NA,0.02,36.37,40.72,40.99,40.72,40.99,37.00,NA,48.10,NA,NA,41.54,42.10,37.60,864000
1780032149,37.6,44.20,47.30,46.10,44.90,45.70,46.10,45.70,45.70,44.60,49.70,49.30,49.70,47.70,44.60,44.60,44.20,43.80,48.90,44.60,43.40,43.80,43.00,43.80,46.10,44.20,44.20,44.90,45.30,44.60,44.90,44.60,45.70,45.30,45.70,45.70,45.70,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.70,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.90,-273.00,39.34,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.10,NA,NA,0.02,35.80,40.42,40.62,40.08,40.45,37.00,NA,48.10,NA,NA,41.53,42.40,37.70,864000
1780032163,37.6,46.10,50.90,50.50,47.70,48.50,49.30,48.10,47.70,46.10,52.10,54.90,54.50,51.70,46.10,46.90,45.00,45.30,52.90,46.50,45.30,45.00,44.20,45.30,48.90,46.10,46.50,47.70,46.90,46.50,46.10,45.70,46.90,47.30,47.30,48.50,47.30,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,47.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.70,-273.00,39.75,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.50,NA,NA,0.02,36.50,40.69,41.19,40.65,41.05,37.00,NA,47.70,NA,NA,41.57,42.40,37.70,864000
1780032180,37.6,44.60,48.10,47.70,46.10,46.90,46.90,46.10,45.70,44.60,50.90,54.90,52.10,49.70,45.00,45.30,44.20,43.80,51.70,45.00,44.20,44.20,42.60,44.20,47.70,44.60,45.00,45.30,45.70,45.30,44.90,44.60,45.70,46.10,44.90,46.90,45.70,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.10,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.70,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.90,-273.00,39.21,0.00,0.00,0.00,NA,NA,NA,NA,NA,47.70,NA,NA,0.02,35.73,40.42,40.55,39.88,40.38,37.00,NA,48.10,NA,NA,41.48,42.00,37.70,864000
1780032194,37.6,46.10,49.70,48.50,46.50,48.10,48.10,47.70,47.30,46.10,52.90,53.30,54.50,51.30,46.10,46.90,44.60,44.60,52.10,46.50,45.00,44.60,44.20,45.30,49.30,45.30,46.50,47.30,46.90,46.50,46.10,45.70,47.30,46.90,46.50,48.50,46.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,47.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.70,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.50,-273.00,39.75,0.00,0.00,0.00,NA,NA,NA,NA,NA,47.30,NA,NA,0.02,36.44,40.45,41.09,40.62,40.92,37.00,NA,48.10,NA,NA,41.54,42.00,37.70,864000
